X,Y,OBJECTID_1,OBJECTID,StaType,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationNam
-8805408.3444,4821337.3354,351,356,Curbside Bus Stop only (no shelter),BUS,21536,MD,Grantsville, ,3000 Chestnut Ridge Road, ,GTV,"Grantsville, MD"
-13422172.0119,4158844.866,352,357,Station Building (with waiting room),TRAIN,93434,CA,Guadalupe, ,330 Guadalupe Street, ,GUA,"Guadalupe, CA"
-11902510.0988,4656587.8775,353,358,Curbside Bus Stop only (no shelter),BUS,81230,CO,Gunnison, ,411 East Tomichi Street, ,GUN,"Gunnison, CO"
-13428389.8759,4180372.785,354,359,Platform with Shelter,TRAIN,93433,CA,Grover Beach, ,180 West Grand Avenue, ,GVB,"Grover Beach, CA"
-12927709.1781,5768689.6986,355,360,Curbside Bus Stop only (no shelter),BUS,83530,ID,Grangeville, ,901 West Main Street, ,GVI,"Grangeville, ID"
-8401059.4618,5517528.0415,356,361,Curbside Bus Stop only (no shelter),BUS,13642,NY,Gouverneur, ,49 East Main Street, ,GVR,"Gouverneur, NY"
-10038397.5887,3964151.9057,357,362,Station Building (with waiting room),TRAIN,38930,MS,Greenwood, ,Carrollton Avenue and East Gibson Street, ,GWD,"Greenwood, MS"
-9429659.0134,5566222.036,358,363,Curbside Bus Stop only (no shelter),BUS,49738,MI,Grayling, ,2615 South I-75 Business Loop, ,GYG,"Grayling, MI"
-9427861.3191,5625783.4089,359,364,Curbside Bus Stop only (no shelter),BUS,49734,MI,Gaylord, ,1041 West Main Street, ,GYL,"Gaylord, MI"
-8652029.0737,4814439.9481,360,365,Curbside Bus Stop only (no shelter),BUS,21740,MD,Hagerstown, ,123 West Franklin Street, ,HAG,"Hagerstown, MD"
-8872076.6851,4148083.557,361,366,Station Building (with waiting room),TRAIN,28345,NC,Hamlet, ,2 Main Street, ,HAM,"Hamlet, NC"
-8558048.5706,4904097.2396,362,367,Station Building (with waiting room),TRAIN,17101,PA,Harrisburg, ,4th and Chestnut Streets, ,HAR,"Harrisburg, PA"
-10952451.1416,4951215.53,363,368,Station Building (with waiting room),TRAIN,68901,NE,Hastings, ,501 West First Street, ,HAS,"Hastings, NE"
-12209339.7038,6199599.9745,364,369,Station Building (with waiting room),TRAIN,59501,MT,Havre, ,235 Main Street, ,HAV,"Havre, MT"
-13592030.8063,4532349.9449,365,370,Platform with Shelter,TRAIN,94541,CA,Hayward, ,22555 Meekland Avenue, ,HAY,"Hayward, CA"
-10062653.3231,3745121.2183,366,371,Platform with Shelter,TRAIN,39083,MS,Hazlehurst, ,North Ragsdale Avenue and East Conway Street, ,HAZ,"Hazlehurst, MS"
-9939324.2038,3675279.9843,367,372,Station Building (with waiting room),TRAIN,39401,MS,Hattiesburg, ,308 Newman Street, ,HBG,"Hattiesburg, MS"
-13677766.7656,4665511.0789,368,373,Curbside Bus Stop only (no shelter),BUS,95448,CA,Healdsburg, ,149 Healdsburg Avenue, ,HEA,"Healdsburg, CA"
-10178226.5266,4679829.6977,369,374,Station Building (with waiting room),TRAIN,65041,MO,Hermann, ,301 Wharf Street, ,HEM,"Hermann, MO"
-12340200.2999,4820133.7923,370,375,Station Building (with waiting room),TRAIN,84526,UT,Helper, ,1 Depot Street, ,HER,"Helper, UT"
-13025030.8572,3994949.4872,371,376,Curbside Bus Stop only (no shelter),BUS,92545,CA,Hemet, ,3246 West Florida Avenue,Former Coco's Restaurant,HET,"Hemet - West, CA"
-8090846.9855,5126404.9241,372,377,Station Building (with waiting room),TRAIN,06103,CT,Hartford, ,One Union Place, ,HFD,"Hartford, CT"
-8652984.3042,4768254.8012,373,378,Platform with Shelter,TRAIN,25425,WV,Harpers Ferry, ,Potomac Street & Shenandoah Street, ,HFY,"Harpers Ferry, WV"
-8684231.9263,4936479.2874,374,379,Station Building (with waiting room),TRAIN,16652,PA,Huntingdon, ,Fourth and Allegheny Streets, ,HGD,"Huntingdon, PA"
-9857300.4623,5961476.1658,375,380,Curbside Bus Stop only (no shelter),BUS,49931,MI,Houghton, ,Townsend Drive and Hubbell Street,Michigan Tech University,HGH,"Houghton, MI"
-9440016.9575,5517498.2451,376,381,Curbside Bus Stop only (no shelter),BUS,48629,MI,Houghton Lake, ,9391 West Lake City Road, ,HGL,"Houghton Lake, MI"
-8292319.1905,5182708.2607,377,382,Curbside Bus Stop only (no shelter),BUS,12441,NY,Highmount, ,State Highway 28 & Highlands Road, ,HGM,"Highmount, NY"
-8308890.9061,5616301.5344,378,383,Curbside Bus Stop only (no shelter),BUS,13655,NY,Hogansburg, ,935 State Highway 37, ,HGS,"Hogansburg, NY"
-7913299.1368,5277530.0792,379,384,Platform with Shelter,TRAIN,01832,MA,Haverhill, ,Washington Street at Railroad Square, ,HHL,"Haverhill, MA"
-9004882.4539,4533621.6449,380,385,Station Building (with waiting room),TRAIN,25951,WV,Hinton, ,100 Second Avenue, ,HIN,"Hinton, WV"
-13811651.7888,5129998.8287,381,386,Curbside Bus Stop only (no shelter),BUS,95531,CA,Crescent City,Hiouchi Cafe,2100 Highway 199, ,HIO,"Hiouchi, CA"
-8348193.1394,5314531.5597,382,387,Curbside Bus Stop only (no shelter),BUS,13350,NY,Herkimer, ,799 Mohawk Street, ,HKI,"Herkimer, NY"
-9860714.0756,5962826.8641,383,388,Curbside Bus Stop only (no shelter),BUS,49930,MI,Hancock, ,125 Quincy Street, ,HKM,"Hancock, MI"
-13677469.1122,5706868.3103,384,389,Curbside Bus Stop only (no shelter),BUS,97124,OR,Hillsboro, ,NW 185th Ave, ,HLB,"Hillsboro, OR"
-11061956.9301,4929494.5585,385,390,Station Building (with waiting room),TRAIN,68949,NE,Holdrege, ,100 West Avenue, ,HLD,"Holdrege, NE"
-8082052.1892,5191611.542,386,391,Platform with Shelter,TRAIN,01041,MA,Holyoke, ,74 Main Street, ,HLK,"Holyoke, MA"
-10070203.2284,3568911.8345,387,392,Station Building (with waiting room),TRAIN,70401,LA,Hammond, ,404 N.W. Railroad Avenue, ,HMD,"Hammond, LA"
-9741180.8796,5114828.8133,388,393,Station Building (with waiting room),TRAIN,46320,IN,Hammond, ,1135 North Calumet Avenue, ,HMI,"Hammond-Whiting, IN"
-13020962.5744,3995429.9889,389,394,Curbside Bus Stop only (no shelter),BUS,92543,CA,Hemet, ,305 East Devonshire Avenue,Simpson Senior Center,HMT,"Hemet - East, CA"
-9759234.0106,5095660.8215,390,395,Station Building (with waiting room),TRAIN,60430,IL,Homewood, ,18015 Park Avenue, ,HMW,"Homewood, IL"
-13319580.6352,4345583.1544,391,396,Station Building (with waiting room),TRAIN,93230,CA,Hanford, ,200 Santa Fe Avenue #A, ,HNF,"Hanford, CA"
-8700054.7664,4821815.1895,392,397,Curbside Bus Stop only (no shelter),BUS,21750,MD,Hancock, ,434 East Main Street, ,HNK,"Hancock, MD"
-9639306.6467,4128086.6808,393,398,Station Building (with waiting room),BUS,35801,AL,Huntsville, ,"500 Church Street, NW", ,HNV,"Huntsville, AL"
-10616720.2862,3471237.9341,394,399,Station Building (with waiting room),BUS,77002,TX,Houston, ,2121 Main Street,Greyhound Terminal,HOG,"Houston, TX"
-8924248.3231,3000523.3907,395,400,Station Building (with waiting room),TRAIN,33021,FL,Hollywood, ,3001 Hollywood Boulevard, ,HOL,"Hollywood, FL"
-9584225.0385,5280229.6192,396,401,Station Building (with waiting room),TRAIN,49423,MI,Holland, ,171 Lincoln Avenue, ,HOM,"Holland, MI"
-13526613.2598,5733941.3458,397,402,Station Building (with waiting room),BUS,97031,OR,Hood River, ,110 Railroad Street, ,HOO,"Hood River, OR"
-10418642.0296,3984432.1088,398,403,Station Building (with waiting room),TRAIN,71801,AR,Hope, ,100 East Division Street, ,HOP,"Hope, AR"
-10616265.2121,3473666.9737,399,404,Station Building (with waiting room),TRAIN,77002,TX,Houston, ,902 Washington Avenue,Amtrak Station,HOS,"Houston, TX"
-13384687.521,5415109.7591,400,405,Curbside Bus Stop only (no shelter),BUS,97712,OR,Hampton, ,41700 U.S. Highway 20, ,HPO,"Hampton, OR"
-8906238.3158,4294724.8252,401,406,Station Building (with waiting room),TRAIN,27260,NC,High Point, ,100 West High Avenue, ,HPT,"High Point, NC"
-8646033.2029,5215627.8109,402,407,Curbside Bus Stop only (no shelter),BUS,14843,NY,Hornell, ,7499 Seneca Road, ,HRN,"Hornell, NY"
-13091763.2584,5443078.7461,403,408,Curbside Bus Stop only (no shelter),BUS,97906,OR,Harper, ,3459 U.S. Highway 20, ,HRP,"Harper, OR"
-8215125.7786,5199088.5707,404,410,Station Building (with waiting room),TRAIN,12534,NY,Hudson, ,69 South Front Street, ,HUD,"Hudson, NY"
-9177149.7573,4638335.9815,405,411,Station Building (with waiting room),TRAIN,25701,WV,Huntington, ,1050 8th Avenue, ,HUN,"Huntington, WV"
-10901688.076,4587299.9772,406,412,Station Building (with waiting room),TRAIN,67501,KS,Hutchinson, ,North Walnut Street & East 3rd Avenue, ,HUT,"Hutchinson, KS"
-8563376.178,4149105.1916,407,413,Curbside Bus Stop only (no shelter),BUS,28532,NC,Havelock, ,201 Tourist Center Drive, ,HVL,"Havelock, NC"
-9514436.3865,5372797.0434,408,414,Curbside Bus Stop only (no shelter),BUS,49329,MI,Howard City, ,117 West Williams Street, ,HWC,"Howard City, MI"
-8344868.3561,5258777.3073,409,415,Curbside Bus Stop only (no shelter),BUS,13326,NY,Hartwick Seminary, ,5 Commons Drive, ,HWK,"Hartwick Seminary, NY"
-12939014.3826,3990579.7122,410,416,Curbside Bus Stop only (no shelter),BUS,92201,CA,Indio, ,82120 Highway 111, ,IDO,"Indio, CA"
-10511868.1672,4734130.3478,411,417,Station Building (with waiting room),TRAIN,64050,MO,Independence, ,600 South Grand Avenue, ,IDP,"Independence, MO"
-8812051.9009,4955447.4574,412,418,Curbside Bus Stop only (no shelter),BUS,15705,PA,Indiana, ,711 Pratt Drive,Indiana University of Penn,INA,"Indiana, PA"
-9591334.9853,4831415.5808,413,419,Station Building (with waiting room),TRAIN,46225,IN,Indianapolis, ,350 South Illinois Street, ,IND,"Indianapolis, IN"
-13106056.3202,3982807.9909,414,420,Station Building (with waiting room),TRAIN,92618,CA,Irvine, ,15215 Barranca Parkway, ,IRV,"Irvine, CA"
-8517160.9255,5227064.9625,415,421,Station Building (with waiting room),BUS,14850,NY,Ithaca, ,710 West State Street, ,ITH,"Ithaca, NY"
-10040009.7105,3802862.2227,416,422,Station Building (with waiting room),TRAIN,39201,MS,Jackson, ,300 West Capitol Street, ,JAN,"Jackson, MS"
-9097462.5189,3550632.2856,417,423,Station Building (with waiting room),TRAIN,32209,FL,Jacksonville, ,3570 Clifford Lane, ,JAX,"Jacksonville, FL"
-10260307.7518,4661527.5879,418,424,Platform with Shelter,TRAIN,65101,MO,Jefferson City, ,101 Jefferson Street, ,JEF,"Jefferson City, MO"
-8821513.5166,5175181.6649,419,425,Curbside Bus Stop only (no shelter),BUS,14701,NY,Jamestown, ,217 West 2nd Street, ,JMN,"Jamestown, NY"
-8618312.9193,4129817.3712,420,426,Curbside Bus Stop only (no shelter),BUS,28540,NC,Jacksonville, ,830 New Bridge Street, ,JNC,"Jacksonville, NC"
-13253031.0675,4553010.3202,421,427,Curbside Bus Stop only (no shelter),BUS,93529,CA,June Lake, ,Junction U.S. Highway 395 & State Highway 158, ,JNL,"June Lake, CA"
-9804880.1355,5090038.8577,422,428,Station Building (with waiting room),TRAIN,60432,IL,Joliet, ,90 East Jefferson Street, ,JOL,"Joliet, IL"
-9115082.1788,3711649.4687,423,429,Station Building (with waiting room),TRAIN,31545,GA,Jesup, ,176 Northwest Broad Street, ,JSP,"Jesup, GA"
-8785556.7384,4913969.2544,424,430,Station Building (with waiting room),TRAIN,15901,PA,Johnstown, ,47 Walnut Street, ,JST,"Johnstown, PA"
-13144615.5335,5426104.4993,425,431,Curbside Bus Stop only (no shelter),BUS,97911,OR,Juntura, ,5838 U.S. Highway 20, ,JTR,"Juntura, OR"
-9906120.2464,5269450.0808,426,432,Station Building (with waiting room),BUS,53545,WI,Janesville, ,3120 North Pontiac Drive, ,JVL,"Janesville, WI"
-9395328.824,5198219.5478,427,433,Station Building (with waiting room),TRAIN,49201,MI,Jackson, ,501 East Michigan Avenue, ,JXN,"Jackson, MI"
-9527169.8806,5205311.5431,428,434,Station Building (with waiting room),TRAIN,49007,MI,Kalamazoo, ,459 North Burdick Street, ,KAL,"Kalamazoo, MI"
-8975126.2855,4231515.9965,429,435,Station Building (with waiting room),TRAIN,28081,NC,Kannapolis, ,201 South Main Street, ,KAN,"Kannapolis, NC"
-10529169.2245,4733794.6109,430,436,Station Building (with waiting room),TRAIN,64108,MO,Kansas City, ,30 West Pershing Road,Union Station,KCY,"Kansas City, MO"
-10010689.1137,5048660.9367,431,437,Station Building (with waiting room),TRAIN,61443,IL,Kewanee, ,210 West Third Street, ,KEE,"Kewanee, IL"
-13682615.9839,5803177.3885,432,438,Station Building (with waiting room),TRAIN,98626,WA,Kelso, ,501 South First Avenue, ,KEL,"Kelso-Longview, WA"
-8214539.1401,5505238.1744,433,439,Curbside Bus Stop only (no shelter),BUS,12942,NY,Keene, ,State Routes 73 and 9N, ,KEN,"Keene, NY"
-13555593.2183,5194820.487,434,440,Station Building (with waiting room),TRAIN,97601,OR,Klamath Falls, ,1600 Oak Avenue, ,KFS,"Klamath Falls, OR"
-13484837.5611,4328528.1129,435,441,Curbside Bus Stop only (no shelter),BUS,93930,CA,King City, ,1350 Broadway Circle, ,KGC,"King City, CA"
-13636226.0702,6072995.7206,436,442,Curbside Bus Stop only (no shelter),BUS,98346,WA,Kingston, ,11264 State Route 104,Washington State Ferry dock,KGE,"Kingston - Eastbound, WA"
-9521735.622,5556392.723,437,443,Curbside Bus Stop only (no shelter),BUS,49649,MI,Kingsley, ,119 East Main Street (Hwy 113), ,KGS,"Kingsley, MI"
-13636693.1671,6073982.7482,438,444,Curbside Bus Stop only (no shelter),BUS,98346,WA,Kingston, ,10960 State Route 104,Henery Hardware,KGW,"Kingston - Westbound, WA"
-10879100.7337,3648493.752,439,445,Station Building (with waiting room),BUS,76541,TX,Killeen, ,200 East Avenue C, ,KIL,"Killeen, TX"
-7966089.2973,5083990.9851,440,446,Station Building (with waiting room),TRAIN,02892,RI,West Kingston, ,1 Railroad Avenue, ,KIN,"Kingston, RI"
-9061878.2232,3286071.092,441,447,Station Building (with waiting room),TRAIN,34741,FL,Kissimmee, ,111 East Dakin Avenue, ,KIS,"Kissimmee, FL"
-9781135.5655,5029949.4246,442,448,Station Building (with waiting room),TRAIN,60901,IL,Kankakee, ,199 South East Avenue, ,KKI,"Kankakee, IL"
-8103425.1035,5407901.9856,443,449,Curbside Bus Stop only (no shelter),BUS,05751,VT,Killington, ,228 East Mountain Road, ,KLT,"Killington, VT"
-8636664.8361,4197050.2873,444,450,Station Building (with waiting room),BUS,28504,NC,Kinston, ,101 East New Bern Road, ,KNC,"Kinston, NC"
-12696302.6851,4189497.7486,445,451,Station Building (with waiting room),TRAIN,86401,AZ,Kingman, ,402 Andy Devine, ,KNG,"Kingman, AZ"
-13757085.8409,5807328.6319,446,452,Curbside Bus Stop only (no shelter),BUS,97103,OR,Knappa, ,43164 Hillcrest Loop Road, ,KNP,"Knappa, OR"
-8487090.2676,4716874.9548,447,453,Curbside Bus Stop only (no shelter),BUS,21638,MD,Grasonville, ,3206 Main Street, ,KNT,"Kent Island-Grasonville, MD"
-13142592.0818,6209007.1173,448,454,Curbside Bus Stop only (no shelter),BUS,99141,WA,Kettle Falls, ,425 West Third Avenue, ,KTF,"Kettle Falls, WA"
-8886526.8432,3983759.2706,449,455,Station Building (with waiting room),TRAIN,29556,SC,Kingstree, ,101 East Main St., ,KTR,"Kingstree, SC"
-8213845.9528,5494665.2134,450,456,Curbside Bus Stop only (no shelter),BUS,12943,NY,Keene Valley, ,1770 Route 73, ,KVL,"Keene Valley, NY"
-10064035.2938,4661840.4539,451,457,Station Building (with waiting room),TRAIN,63122,MO,Kirkwood, ,110 West Argonne Drive, ,KWD,"Kirkwood, MO"
-8837107.3633,4912175.6463,452,458,Platform only (no shelter),TRAIN,15650,PA,Latrobe, ,329 McKinley Avenue,Amtrak Station,LAB,"Latrobe, PA"
-13144341.164,5673066.0246,453,459,Station Building (with waiting room),BUS,97850,OR,La Grande, ,2204 East Penn Avenue, ,LAE,"La Grande, OR"
-9673208.0521,4927070.1995,454,460,Station Building (with waiting room),TRAIN,47901,IN,Lafayette, ,200 North Second Street,Amtrak Station,LAF,"Lafayette, IN"
-9781816.292,5133403.364,455,461,Station Building (with waiting room),TRAIN,60525,IL,La Grange, ,25 West Burlington Avenue, ,LAG,"La Grange, IL"
-11526419.222,4577766.8083,456,462,Station Building (with waiting room),TRAIN,81050,CO,La Junta, ,1 West First Street, ,LAJ,"La Junta, CO"
-9122841.246,3254725.1592,457,463,Station Building (with waiting room),TRAIN,33801,FL,Lakeland, ,600 East  Main Street,To/from points north,LAK,"Lakeland, FL"
-9846711.8547,5902654.3905,458,464,Curbside Bus Stop only (no shelter),BUS,49946,MI,L'Anse, ,4 North Main Street, ,LAN,"L'Anse, MI"
-10296317.183,4870190.4148,459,465,Station Building (with waiting room),TRAIN,63549,MO,La Plata, ,535 North Owensby Street, ,LAP,"La Plata, MO"
-12818272.9227,4312458.3078,460,466,Curbside Bus Stop only (no shelter),BUS,89111,NV,Las Vegas, ,5757 Wayne Newton Boulevard,McCarran International Airport,LAS,"Las Vegas, NV"
-9921676.722,3722971.139,461,467,Station Building (with waiting room),TRAIN,39440,MS,Laurel, ,230 North Maple Street, ,LAU,"Laurel, MS"
-13162059.2766,4036348.3739,462,468,Station Building (with waiting room),TRAIN,90012,CA,Los Angeles, ,800 North Alameda Street,Union Station,LAX,"Los Angeles, CA"
-13156871.2283,3997710.2603,463,469,Curbside Bus Stop only (no shelter),BUS,90802,CA,Long Beach, ,107 East First Street, ,LBC,"Long Beach, CA"
-8584600.4025,5095428.9568,464,470,Curbside Bus Stop only (no shelter),BUS,16930,PA,Liberty, ,U.S. Highway 15 exit ramp, ,LBR,"Liberty, PA"
-13165369.1411,4059989.7781,465,471,Curbside Bus Stop only (no shelter),BUS,91214,CA,La Crescenta, ,6201 Honolulu Avenue, ,LCA,"La Crescenta, CA"
-10376873.8119,3534196.2828,466,472,Station Building (with waiting room),TRAIN,70601,LA,Lake Charles, ,100 Ryan Street, ,LCH,"Lake Charles, LA"
-9947850.0106,4887502.6687,467,473,Station Building (with waiting room),TRAIN,62656,IL,Lincoln, ,103 North Chicago Street, ,LCN,"Lincoln, IL"
-13804772.9755,5620975.4268,468,474,Curbside Bus Stop only (no shelter),BUS,97367,OR,Lincoln City, ,1725 NW 44th St., ,LCO,"Lincoln City, OR"
-11889879.8393,3814532.3255,469,475,Curbside Bus Stop only (no shelter),BUS,88005,NM,Las Cruces, ,800 East Thorpe Road, ,LCR,"Las Cruces, NM"
-13150888.815,4122686.4034,470,476,Platform with Shelter,BUS,93534,CA,Lancaster, ,44812 Sierra Highway, ,LCS,"Lancaster, CA"
-7682006.89,5509199.6256,471,477,Curbside Bus Stop only (no shelter),BUS,04849,ME,Lincolnville, ,2512 Atlantic Highway, ,LCV,"Lincolnville, ME"
-12101211.8109,3809351.6607,472,478,Platform with Shelter,TRAIN,88045,NM,Lordsburg, ,Center Street and East Motel Drive, ,LDB,"Lordsburg, NM"
-10506108.6047,4709164.2803,473,480,Platform with Shelter,TRAIN,64063,MO,Lee's Summit, ,217 SW Main Street, ,LEE,"Lee's Summit, MO"
-13773335.4715,4848262.8868,474,481,Curbside Bus Stop only (no shelter),BUS,95585,CA,Leggett, ,69501 Highway 101 North, ,LEG,"Leggett, CA"
-13433425.7414,6038663.0712,475,482,Curbside Bus Stop only (no shelter),BUS,98826,WA,Leavenworth, ,585 Highway 2,76 gas station,LEV,"Leavenworth, WA"
-8636171.6144,4951806.8642,476,483,Station Building (with waiting room),TRAIN,17044,PA,Lewistown, ,150 Helen Street,Amtrak Station,LEW,"Lewistown, PA"
-8933563.696,4276000.3145,477,484,Platform only (no shelter),TRAIN,27292,NC,Lexington, ,29 South Railroad Street, ,LEX,"Lexington Barbeque Festival, NC"
-10243010.085,3532704.5391,478,485,Station Building (with waiting room),TRAIN,70501,LA,Lafayette, ,100 Lee Avenue, ,LFT,"Lafayette, LA"
-8205805.56,5376861.8355,479,486,Curbside Bus Stop only (no shelter),BUS,12845,NY,Lake George, ,35 Montcalm Street, ,LGG,"Lake George, NY"
-12862845.14,6172796.7348,480,487,Station Building (with waiting room),TRAIN,59923,MT,Libby, ,100 Mineral Avenue, ,LIB,"Libby, MT"
-13555055.3641,4535010.6954,481,488,Curbside Bus Stop only (no shelter),BUS,94550,CA,Livermore, ,2500 Railroad Avenue,Livermore Transit Center,LIV,"Livermore, CA"
-9122841.246,3254725.1592,482,489,Station Building (with waiting room),TRAIN,33801,FL,Lakeland, ,600 East Main Street,To/from points south,LKL,"Lakeland, FL"
-13093594.6726,6116927.6454,483,490,Curbside Bus Stop only (no shelter),BUS,99148,WA,Loon Lake, ,State Highway 292 & Colville Road, ,LLK,"Loon Lake, WA"
-11423448.4472,4592095.1811,484,491,Platform only (no shelter),TRAIN,81052,CO,Lamar, ,109 E Beech Street, ,LMR,"Lamar, CO"
-11786505.2234,4229437.8664,485,492,Station Building (with waiting room),TRAIN,87540,NM,Lamy, ,152 Old Lamy Trail, ,LMY,"Lamy, NM"
-8494536.1041,4873820.011,486,493,Station Building (with waiting room),TRAIN,17602,PA,Lancaster, ,53 McGovern Avenue, ,LNC,"Lancaster, PA"
-10766061.748,4985221.546,487,494,Station Building (with waiting room),TRAIN,68508,NE,Lincoln, ,277 Pinnacle Arena Drive, ,LNK,"Lincoln, NE"
-7978792.3199,5471363.6724,488,495,Curbside Bus Stop only (no shelter),BUS,03251,NH,Lincoln, ,36 Main Street, ,LNN,"Lincoln, NH"
-9406048.0086,5269258.5976,489,496,Station Building (with waiting room),TRAIN,48823,MI,East Lansing, ,1240 South Harrison Road, ,LNS,"East Lansing, MI"
-12754605.2772,4185845.8708,490,497,Curbside Bus Stop only (no shelter),BUS,89029,NV,Laughlin, ,2010 S. Casino Dr, ,LNV,"Laughlin, NV"
-9044784.2034,5309015.3843,491,498,Station Building (with waiting room),BUS,N6A 1A6,ON,London, ,101 York Street, ,LOB,"London, ON"
-13499926.1647,4598260.4892,492,499,Station Building (with waiting room),TRAIN,95240,CA,Lodi, ,24 South Sacramento Street, ,LOD,"Lodi, CA"
-11823111.0909,4276952.8211,493,500,Curbside Bus Stop only (no shelter),BUS,87506,NM,Los Alamos, ,124 State Highway 4,White Rock Area,LOH,"Los Alamos, NM"
-13409467.6699,4114841.6121,494,501,Curbside Bus Stop only (no shelter),BUS,93436,CA,Lompoc, ,111 South I Street, ,LOM,"Lompoc, CA"
-8596196.2026,4679952.4729,495,502,Station Building (with waiting room),TRAIN,22079,VA,Lorton, ,8006 Lorton Road,Auto Train Station,LOR,"Lorton, VA"
-11833254.0803,4284370.0566,496,503,Curbside Bus Stop only (no shelter),BUS,87544,NM,Los Alamos, ,109 Central Park Square,Central Area,LOS,"Los Alamos, NM"
-8235915.3839,5509595.028,497,504,Curbside Bus Stop only (no shelter),BUS,12946,NY,Lake Placid, ,2634 Main Street,Olympic Center Visitors Bureau,LPA,"Lake Placid, NY"
-9273599.1509,5319513.5984,498,505,Station Building (with waiting room),TRAIN,48446,MI,Lapeer, ,73 Howard Street, ,LPE,"Lapeer, MI"
-13525314.785,5415158.6837,499,506,Curbside Bus Stop only (no shelter),BUS,97739,OR,La Pine,Shell Station,16515 Reed Road, ,LPN,"La Pine, OR"
-13425688.7038,4120845.6987,500,507,Platform with Shelter,TRAIN,93437,CA,Surf, ,Ocean Ave and Park Rd, ,LPS,"Lompoc-Surf, CA"
-12945340.893,3990059.9355,501,508,Curbside Bus Stop only (no shelter),BUS,92253,CA,La Quinta, ,78822 Highway 111, ,LQT,"La Quinta, CA"
-10601015.9551,4717543.182,502,509,Station Building (with waiting room),TRAIN,66044,KS,Lawrence, ,413 East 7th Street, ,LRC,"Lawrence, KS"
-10273318.6334,4130000.0586,503,510,Station Building (with waiting room),TRAIN,72201,AR,Little Rock, ,1400 West Markham Street,Union Station,LRK,"Little Rock, AR"
-11756291.0612,5061128.2356,504,511,Curbside Bus Stop only (no shelter),BUS,82072,WY,Laramie, ,1952 North Banner Road, ,LRY,"Laramie, WY"
-8559059.9137,5006897.6731,505,512,Curbside Bus Stop only (no shelter),BUS,17837,PA,Lewisburg, ,500 Market Street, ,LSB,"Lewisburg, PA"
-10157603.5313,5439659.9623,506,513,Station Building (with waiting room),TRAIN,54601,WI,La Crosse, ,601 St. Andrew Street, ,LSE,"La Crosse, WI"
-11712234.0681,4244822.2841,507,514,Station Building (with waiting room),TRAIN,87701,NM,Las Vegas, ,500 Railroad Avenue at Lincoln, ,LSV,"Las Vegas, NM"
-8839369.821,4905671.6731,508,515,Curbside Bus Stop only (no shelter),BUS,15650,PA,Latrobe, ,148 Aviation Lane,Arnold Palmer Regional Airport,LTB,"Latrobe, PA"
-7989298.6589,5511487.5187,509,516,Curbside Bus Stop only (no shelter),BUS,03561,NH,Littleton, ,336 Cottage Street, ,LTL,"Littleton, NH"
-13499010.1121,4550980.5826,510,517,Platform with Shelter,TRAIN,95330,CA,Manteca, ,17800 Shideler Parkway, ,LTM,"Lathrop-Manteca, CA"
-13135765.8354,4099022.4566,511,518,Curbside Bus Stop only (no shelter),BUS,93543,CA,Littlerock, ,7225 Pearblossom Hwy, ,LTR,"Littlerock, CA"
-13745956.9925,4820509.3139,512,519,Curbside Bus Stop only (no shelter),BUS,95454,CA,Laytonville, ,44900 Highway 101, ,LTV,"Laytonville, CA"
-9547143.5702,4615041.3443,513,520,Station Building (with waiting room),BUS,40203,KY,Louisville, ,720 West Muhammad Ali Blvd., ,LVL,"Louisville, KY"
-13260232.9963,4573128.4008,514,521,Curbside Bus Stop only (no shelter),BUS,95541,CA,Lee Vining, ,30 Main Street, ,LVN,"Lee Vining, CA"
-8566510.4156,4956474.1682,515,522,Curbside Bus Stop only (no shelter),BUS,17045,PA,Liverpool, ,U.S. Highway 11/15 & State Highway 104,Park & Ride Lot,LVP,"Liverpool, PA"
-8570947.1662,4948584.0739,516,523,Curbside Bus Stop only (no shelter),BUS,17045,PA,Liverpool, ,1412 Susquehanna Trail,Lowes restaurant,LVR,"Liverpool, PA"
-12818411.0711,4323274.9272,517,524,Curbside Bus Stop only (no shelter),BUS,89101,NV,Las Vegas, ,624 South 1st Street, ,LVS,"Las Vegas, NV"
-12819957.8546,4310046.7324,518,525,Curbside Bus Stop only (no shelter),BUS,89119,NV,Las Vegas, ,6675 Gilespie Street,South Strip Transfer Terminal,LVT,"Las Vegas, NV"
-10545109.3454,3828336.9065,519,526,Station Building (with waiting room),TRAIN,75602,TX,Longview, ,905 Pacific Avenue, ,LVW,"Longview, TX"
-13430026.3781,6041638.152,520,527,Platform with Shelter,TRAIN,98826,WA,Leavenworth, ,11645 North Road,Icicle Station,LWA,"Leavenworth, WA"
-8635570.0437,4953098.976,521,528,Curbside Bus Stop only (no shelter),BUS,17044,PA,Lewistown, ,6 West Market Street,Laskaris restaurant,LWB,"Lewistown, PA"
-13025041.2934,5849032.1555,522,529,Curbside Bus Stop only (no shelter),BUS,83501,ID,Lewiston, ,1920 Highway 128, ,LWN,"Lewiston, ID"
-8811709.9037,4495912.6169,523,530,Station Building (with waiting room),TRAIN,24501,VA,Lynchburg, ,825 Kemper Street, ,LYH,"Lynchburg, VA"
-10093443.5929,4933193.5427,524,531,Station Building (with waiting room),TRAIN,61455,IL,Macomb, ,120 East Calhoun Street, ,MAC,"Macomb, IL"
